Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,PostId,Id
"27242","1","27254","","2008-08-26 01:58:23","","126","25976","<p>I've had a lot of good experiences learning about web development on <a href=""http://www.w3schools.com/"" rel=""nofollow"">w3schools.com</a>. It's hit or miss, I know, but the PHP and CSS sections specifically have proven very useful for reference.</p>

<p>Anyway, I was wondering if there was a similar site for <a href=""http://en.wikipedia.org/wiki/JQuery"" rel=""nofollow"">jQuery</a>. I'm interested in learning, but I need it to be online/searchable, so I can refer back to it easily when I need the information in the future.</p>

<p>Also, as a brief aside, is jQuery worth learning? Or should I look at different JavaScript libraries? I know Jeff uses jQuery on Stack Overflow and it seems to be working well.</p>

<p>Thanks!</p>

<p><strong>Edit</strong>: jQuery's website has a <a href=""http://docs.jquery.com/Tutorials"" rel=""nofollow"">pretty big list of tutorials</a>, and a seemingly comprehensive <a href=""http://docs.jquery.com/Main_Page"" rel=""nofollow"">documentation page</a>. I haven't had time to go through it all yet, has anyone else had experience with it?</p>

<p><strong>Edit 2</strong>: It seems Google is now hosting the jQuery libraries. That should give jQuery a pretty big advantage in terms of publicity. </p>

<p>Also, if everyone uses a single unified aQuery library hosted at the same place, it should get cached for most Internet users early on and therefore not impact the download footprint of your site should you decide to use it.</p>

<h2>2 Months Later...</h2>

<p><strong>Edit 3</strong>: I started using jQuery on a project at work recently and it is great to work with! Just wanted to let everyone know that I have concluded it is <strong><em>ABSOLUTELY</em></strong> worth it to learn and use jQuery.</p>

<p>Also, I learned almost entirely from the Official jQuery <a href=""http://docs.jquery.com/Main_Page"" rel=""nofollow"">documentation</a> and <a href=""http://docs.jquery.com/Tutorials"" rel=""nofollow"">tutorials</a>. It's very straightforward.</p>

<h2>10 Months Later...</h2>

<p>jQuery is a part of just about every web app I've made since I initially wrote this post. It makes progressive enhancement a breeze, and helps make the code maintainable.</p>

<p>Also, all the jQuery plug-ins are an invaluable resource!</p>

<h2>3 Years Later...</h2>

<p>Still using jQuery just about every day. I now author jQuery plug-ins and consult full time. I'm primarily a Djangonaut but I've done several javascript only contracts with jQuery. It's a life saver.</p>

<p>From one jQuery user to another... You should look at <a href=""http://api.jquery.com/category/plugins/templates/"" rel=""nofollow"">templating with jQuery</a> (or underscore -- see below).</p>

<p>Other things I've found valuable in addition to jQuery (with estimated portion of projects I use it on):</p>

<ul>
<li><a href=""http://jquery.malsup.com/form/"" rel=""nofollow"">jQuery Form Plugin</a> (95%)</li>
<li><a href=""http://mudge.github.com/jquery_example/"" rel=""nofollow"">jQuery Form Example Plugin</a> (75%)</li>
<li><a href=""http://jqueryui.com/"" rel=""nofollow"">jQuery UI</a> (70%)</li>
<li><a href=""http://documentcloud.github.com/underscore/"" rel=""nofollow"">Underscore.js</a> (80%)</li>
<li><a href=""http://jashkenas.github.com/coffee-script/"" rel=""nofollow"">CoffeeScript</a> (30%)</li>
<li><a href=""http://documentcloud.github.com/backbone/"" rel=""nofollow"">Backbone.js</a> (10%)</li>
</ul>
","2908","Jim Robert","257493","Jim Robert","2012-02-10 17:14:13","2012-05-20 21:26:18","Where can I learn jQuery? Is it worth it?","<javascript><jquery><reviews>","14","8","119","","","27242","820"
"28529","1","28537","","2008-08-26 16:26:45","","22","5948","<p>When using <a href=""http://jquery.com/"">jQuery</a>'s <a href=""http://docs.jquery.com/Ajax/jQuery.ajax#options"">ajax method</a> to submit form data, what is the best way to handle errors?
This is an example of what a call might look like:</p>

<pre><code>$.ajax({
    url: ""userCreation.ashx"",
    data: { u:userName, p:password, e:email },
    type: ""POST"",
    beforeSend: function(){disableSubmitButton();},
    complete: function(){enableSubmitButton();},
    error: function(xhr, statusText, errorThrown){
            // Work out what the error was and display the appropriate message
        },
    success: function(data){
            displayUserCreatedMessage();
            refreshUserList();
        }
});
</code></pre>

<p>The request might fail for a number of reasons, such as duplicate user name, duplicate email address etc, and the ashx is written to throw an exception when this happens.</p>

<p>My problem seems to be that by throwing an exception the ashx causes the statusText and errorThrown to be undefined. I can get to the XMLHttpRequest.responseText which contains the HTML that makes up the standard .net error page.</p>

<p>I am finding the page title in the responseText and using the title to work out which error was thrown. Although I have a suspicion that this will fall apart when I enable custom error handling pages.</p>

<p>Should I be throwing the errors in the ashx, or should I be returning a status code as part of the data returned by the call to userCreation.ashx, then using this to decide what action to take? How do you handle these situations?</p>
","1403","AidenMontgomery","1414","travis","2008-08-26 16:44:08","2008-08-27 11:24:16","How would you handle errors when using jQuery.ajax()?","<asp.net><jquery><ajax>","3","0","7","","","28529","820"
"29174","1","31338","","2008-08-26 23:19:47","","17","9358","<p>I'm using <a href=""http://jquery.com/"">jQuery</a> and <a href=""http://www.ericmmartin.com/projects/simplemodal/"">SimpleModal</a> in an ASP.Net project to make some nice dialogs for a web app.  Unfortunately, any buttons in a modal dialog can no longer execute their postbacks, which is not really acceptable.</p>

<p>There is one source I've found with a <a href=""http://blog.hurlman.com/post/jQuery2c-simpleModal2c-and-ASPNet-postbacks-do-not-play-well-together.aspx"">workaround</a>, but for the life of me I can't get it to work, mostly because I am not fully understanding all of the necessary steps.</p>

<p>I also have a workaround, which is to replace the postbacks, but it's ugly and probably not the most reliable.  I would really like to make the postbacks work again.  Any ideas?</p>

<p>UPDATE: I should clarify, the postbacks are not working because the Javascript used to execute the post backs has broken in some way, so nothing happens at all when the button is clicked.</p>
","2363","Tyler","2363","Tyler","2008-08-27 16:06:13","2014-04-01 13:43:12","SimpleModal breaks ASP.Net Postbacks","<asp.net><javascript><jquery><postback><simplemodal>","10","0","6","","","29174","820"
"29709","1","22446703","","2008-08-27 08:05:37","","14","5988","<p>I am using jQuery and trying to find a cross browser way to get the pixel coordinates of the caret in <code>&lt;textarea&gt;</code>s and <code>input</code> boxes such that I can place an absolutely positioned div around this location.</p>

<p>Is there some jQuery plugin? Or JavaScript snippet to do just that?</p>
","238","Pat","1269037","Chris","2014-03-17 02:27:57","2014-03-17 11:11:14","How do I get the (x, y) pixel coordinates of the caret in text boxes?","<javascript><jquery><cross-browser>","4","2","4","","","29709","820"
"29751","1","","","2008-08-27 08:44:24","","15","32719","<p>I am having problems submitting forms which contain UTF-8 strings with Ajax. I am developing a <a href=""http://en.wikipedia.org/wiki/Apache_Struts"" rel=""nofollow"">Struts</a> web application which runs in a <a href=""http://en.wikipedia.org/wiki/Apache_Tomcat"" rel=""nofollow"">Tomcat</a> server. This is the environment I set up to work with UTF-8:</p>

<ul>
<li><p>I have added the attributes <code>URIEncoding=""UTF-8"" useBodyEncodingForURI=""true""</code> into the <code>Connector</code> tag to Tomcat's <code>conf/server.xml</code> file.</p></li>
<li><p>I have a <code>utf-8_general_ci</code> database</p></li>
<li><p>I am using the next filter to ensure my request and responses are encoded in UTF-8</p>

<pre><code>package filters;

import java.io.IOException;
import javax.servlet.*;

public class UTF8Filter implements Filter {
    public void destroy() {}

    public void doFilter(ServletRequest request,ServletResponse response, FilterChain chain)
        throws IOException, ServletException {
        request.setCharacterEncoding(""UTF-8"");
        response.setContentType(""text/html;charset=UTF-8"");
        chain.doFilter(request, response);
    }

    public void init(FilterConfig filterConfig) throws ServletException {
    }
}
</code></pre></li>
<li><p>I use this filter in WEB-INF/web.xml</p></li>
<li><p>I am using the next code for my JSON responses:</p>

<pre><code>public static void populateWithJSON(HttpServletResponse response,JSONObject json)
{
   String CONTENT_TYPE=""text/x-json;charset=UTF-8"";
   response.setContentType(CONTENT_TYPE);
   response.setHeader(""Cache-Control"", ""no-cache"");
   try {
        response.getWriter().write(json.toString());
   } catch (IOException e) {
    throw new ApplicationException(""Application Exception raised in RetrievedStories"", e);
   }
}
</code></pre></li>
</ul>

<p>Everything seems to work fine (content coming from the database is displayed properly, and I am able to submit forms which are stored in UTF-8 in the database). The problem is that I am <strong>not able to submit forms with Ajax</strong>. I use jQuery, and I thought the problem was the lack of contentType field in the Ajax request. But I was wrong. I have a really simple form to submit comments which contains of an id and a body. The body field can be in different languages such as Spanish, German, or whatever.</p>

<p>If I submit my form with body textarea containing <code>contraseña</code>, <a href=""http://en.wikipedia.org/wiki/Firebug_%28software%29"" rel=""nofollow"">Firebug</a> shows me:</p>

<blockquote>
  <h3>Request Headers</h3>
  
  <ul>
  <li><em><strong>Host</em></strong>  localhost:8080</li>
  <li><em><strong>Accept-Charset</em></strong> ISO-8859-1, utf-8;q=0.7;*q=0.7</li>
  <li><em><strong>Content-Type</em></strong> application/x-www-form-urlencoded; charset UTF-8</li>
  </ul>
</blockquote>

<p>If I execute <em>Copy Location with parameters</em> in Firebug, the encoding seems already wrong:</p>

<pre><code>http://localhost:8080/Cerepedia/corporate/postStoryComment.do?&amp;body=contrase%C3%B1a&amp;id=88
</code></pre>

<p>This is my jQuery code:</p>

<pre><code>function addComment() {
    var comment_body = $(""#postCommentForm textarea"").val();
    var item_id = $(""#postCommentForm input:hidden"").val();
    var url = rooturl+""corporate/postStoryComment.do?"";
    $.post(url, { id:  item_id, body: comment_body } ,
        function(data){
        /* Do stuff with the answer */
    }, ""json"");  }
</code></pre>

<p>A submission of a form with jQuery is causing the next error server side (note I am using <a href=""http://en.wikipedia.org/wiki/Hibernate_%28Java%29"" rel=""nofollow"">Hibernate</a>).</p>

<pre><code>javax.servlet.ServletException: org.hibernate.exception.GenericJDBCException: Could not execute JDBC batch update
    at org.apache.struts.action.RequestProcessor.processException(RequestProcessor.java:520)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:427)
    at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:228)
    at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
    at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:462)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:710)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:803)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.security.AuthorizationFilter.doFilter(AuthorizationFilter.java:78)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.hibernate.HibernateSessionRequestFilter.doFilter(HibernateSessionRequestFilter.java:30)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at filters.UTF8Filter.doFilter(UTF8Filter.java:14)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:230)
    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)
    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:104)
    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)
    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:261)
    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:844)
    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:581)
    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:447)
    at java.lang.Thread.run(Unknown Source)
Caused by: org.hibernate.exception.GenericJDBCException: Could not execute JDBC batch update
    at org.hibernate.exception.SQLStateConverter.handledNonSpecificException(SQLStateConverter.java:103)
    at org.hibernate.exception.SQLStateConverter.convert(SQLStateConverter.java:91)
    at org.hibernate.exception.JDBCExceptionHelper.convert(JDBCExceptionHelper.java:43)
    at org.hibernate.jdbc.AbstractBatcher.executeBatch(AbstractBatcher.java:249)
    at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:235)
    at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:139)
    at org.hibernate.event.def.AbstractFlushingEventListener.performExecutions(AbstractFlushingEventListener.java:298)
    at org.hibernate.event.def.DefaultFlushEventListener.onFlush(DefaultFlushEventListener.java:27)
    at org.hibernate.impl.SessionImpl.flush(SessionImpl.java:1000)
    at org.hibernate.impl.SessionImpl.managedFlush(SessionImpl.java:338)
    at org.hibernate.transaction.JDBCTransaction.commit(JDBCTransaction.java:106)
    at com.cerebra.cerepedia.item.dao.ItemDAOHibernate.addComment(ItemDAOHibernate.java:505)
    at com.cerebra.cerepedia.item.ItemManagerPOJOImpl.addComment(ItemManagerPOJOImpl.java:164)
    at com.cerebra.cerepedia.struts.item.ItemAction.addComment(ItemAction.java:126)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:269)
    at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:170)
    at org.apache.struts.actions.MappingDispatchAction.execute(MappingDispatchAction.java:166)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:425)
    ... 26 more
Caused by: java.sql.BatchUpdateException: Incorrect string value: '\xF1a' for column 'body' at row 1
    at com.mysql.jdbc.ServerPreparedStatement.executeBatch(ServerPreparedStatement.java:657)
    at com.mchange.v2.c3p0.impl.NewProxyPreparedStatement.executeBatch(NewProxyPreparedStatement.java:1723)
    at org.hibernate.jdbc.BatchingBatcher.doExecuteBatch(BatchingBatcher.java:48)
    at org.hibernate.jdbc.AbstractBatcher.executeBatch(AbstractBatcher.java:242)
    ... 44 more
26-ago-2008 19:54:48 org.apache.catalina.core.StandardWrapperValve invoke
GRAVE: Servlet.service() para servlet action lanzó excepción
java.sql.BatchUpdateException: Incorrect string value: '\xF1a' for column 'body' at row 1
    at com.mysql.jdbc.ServerPreparedStatement.executeBatch(ServerPreparedStatement.java:657)
    at com.mchange.v2.c3p0.impl.NewProxyPreparedStatement.executeBatch(NewProxyPreparedStatement.java:1723)
    at org.hibernate.jdbc.BatchingBatcher.doExecuteBatch(BatchingBatcher.java:48)
    at org.hibernate.jdbc.AbstractBatcher.executeBatch(AbstractBatcher.java:242)
    at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:235)
    at org.hibernate.engine.ActionQueue.executeActions(ActionQueue.java:139)
    at org.hibernate.event.def.AbstractFlushingEventListener.performExecutions(AbstractFlushingEventListener.java:298)
    at org.hibernate.event.def.DefaultFlushEventListener.onFlush(DefaultFlushEventListener.java:27)
    at org.hibernate.impl.SessionImpl.flush(SessionImpl.java:1000)
    at org.hibernate.impl.SessionImpl.managedFlush(SessionImpl.java:338)
    at org.hibernate.transaction.JDBCTransaction.commit(JDBCTransaction.java:106)
    at com.cerebra.cerepedia.item.dao.ItemDAOHibernate.addComment(ItemDAOHibernate.java:505)
    at com.cerebra.cerepedia.item.ItemManagerPOJOImpl.addComment(ItemManagerPOJOImpl.java:164)
    at com.cerebra.cerepedia.struts.item.ItemAction.addComment(ItemAction.java:126)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:269)
    at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:170)
    at org.apache.struts.actions.MappingDispatchAction.execute(MappingDispatchAction.java:166)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:425)
    at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:228)
    at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
    at org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:462)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:710)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:803)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.security.AuthorizationFilter.doFilter(AuthorizationFilter.java:78)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.hibernate.HibernateSessionRequestFilter.doFilter(HibernateSessionRequestFilter.java:30)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at filters.UTF8Filter.doFilter(UTF8Filter.java:14)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:230)
    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)
    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:104)
    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)
    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:261)
    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:844)
    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:581)
    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:447)
    at java.lang.Thread.run(Unknown Source)
javax.servlet.ServletException: java.lang.NumberFormatException: null
    at org.apache.struts.action.RequestProcessor.processException(RequestProcessor.java:520)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:427)
    at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:228)
    at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
    at org.apache.struts.action.ActionServlet.doGet(ActionServlet.java:449)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:690)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:803)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.security.AuthorizationFilter.doFilter(AuthorizationFilter.java:78)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.hibernate.HibernateSessionRequestFilter.doFilter(HibernateSessionRequestFilter.java:30)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at filters.UTF8Filter.doFilter(UTF8Filter.java:14)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:230)
    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)
    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:104)
    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)
    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:261)
    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:844)
    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:581)
    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:447)
    at java.lang.Thread.run(Unknown Source)
Caused by: java.lang.NumberFormatException: null
    at java.lang.Long.parseLong(Unknown Source)
    at java.lang.Long.valueOf(Unknown Source)
    at com.cerebra.cerepedia.struts.item.ItemAction.addComment(ItemAction.java:120)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:269)
    at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:170)
    at org.apache.struts.actions.MappingDispatchAction.execute(MappingDispatchAction.java:166)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:425)
    ... 26 more
26-ago-2008 20:13:25 org.apache.catalina.core.StandardWrapperValve invoke
GRAVE: Servlet.service() para servlet action lanzó excepción
java.lang.NumberFormatException: null
    at java.lang.Long.parseLong(Unknown Source)
    at java.lang.Long.valueOf(Unknown Source)
    at com.cerebra.cerepedia.struts.item.ItemAction.addComment(ItemAction.java:120)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.struts.actions.DispatchAction.dispatchMethod(DispatchAction.java:269)
    at org.apache.struts.actions.DispatchAction.execute(DispatchAction.java:170)
    at org.apache.struts.actions.MappingDispatchAction.execute(MappingDispatchAction.java:166)
    at org.apache.struts.action.RequestProcessor.processActionPerform(RequestProcessor.java:425)
    at org.apache.struts.action.RequestProcessor.process(RequestProcessor.java:228)
    at org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
    at org.apache.struts.action.ActionServlet.doGet(ActionServlet.java:449)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:690)
    at javax.servlet.http.HttpServlet.service(HttpServlet.java:803)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.security.AuthorizationFilter.doFilter(AuthorizationFilter.java:78)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at com.cerebra.cerepedia.hibernate.HibernateSessionRequestFilter.doFilter(HibernateSessionRequestFilter.java:30)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at filters.UTF8Filter.doFilter(UTF8Filter.java:14)
    at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)
    at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)
    at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:230)
    at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:175)
    at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:128)
    at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:104)
    at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:109)
    at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:261)
    at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:844)
    at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:581)
    at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:447)
    at java.lang.Thread.run(Unknown Source)
</code></pre>
","2138","Sergio del Amo","63550","travis","2012-08-31 23:50:01","2012-08-31 23:52:43","How can I make this code to submit a UTF-8 form textarea with jQuery/Ajax work?","<java><jquery><ajax><jsp><encoding>","6","0","4","","","29751","820"
"30003","1","30020","","2008-08-27 12:51:26","","7","4968","<p>I have the following html code: </p>

<pre><code>&lt;h3 id=""headerid""&gt;&lt;span onclick=""expandCollapse('headerid')""&gt;&amp;uArr;&lt;/span&gt;Header title&lt;/h3&gt;
</code></pre>

<p>I would like to toggle between up arrow and down arrow each time the user clicks the span tag. </p>

<pre><code>function expandCollapse(id) {   
    var arrow = $(""#""+id+"" span"").html(); // I have tried with .text() too
    if(arrow == ""&amp;dArr;"") {     
        $(""#""+id+"" span"").html(""&amp;uArr;"");               
    } else {        
        $(""#""+id+"" span"").html(""&amp;dArr;"");               
    }
}
</code></pre>

<p>My function is going always the else path. If I make a javacript:alert of <code>arrow</code> variable I am getting the html entity represented as an arrow. How can I tell jQuery to interpret the  <code>arrow</code> variable as a string and not as html. </p>

<p>Thanks in advance.</p>
","2138","Sergio del Amo","2287470","","2013-06-08 18:45:52","2013-06-08 18:46:19","How to compare an html entity with jQuery","<javascript><jquery><html-entities>","5","0","1","","","30003","820"
"30005","1","32878","","2008-08-27 12:52:29","","76","138709","<p>I have to load a PDF within a page.</p>

<p>Ideally I would like to have a loading animated gif which is replaced once the PDF has loaded.</p>
","3168","Alex Andronov","31671","Rob Cooper","2011-12-12 04:07:51","2015-05-23 07:31:03","How do I fire an event when a iframe has finished loading in jQuery?","<javascript><jquery>","11","0","25","","","30005","820"
"30342","1","31734","","2008-08-27 14:49:44","","1","482","<p>When creating and executing a ajax request queue with <code>$.manageAjax</code>, I call <code>ajaxManager.abort();</code>, to abort the entire queue due to error, at which time I get an error stating: <code>q[num] has no properties (jquery.ajaxmanager.js line 75)</code></p>

<p>Here is the calling code:</p>

<pre><code>var ajaxManager = $.manageAjax({manageType:'sync', maxReq:0});
// setup code calling ajaxManager.add(...)

// in success callback of first request
ajaxManager.abort(); &lt;-- causes error in jquery.ajaxManager.js
</code></pre>

<p>There are 4 requests in the queue, this is being called in the success of the first request, if certain criteria is met, the queue needs to be aborted.</p>

<p>Any ideas?</p>
","2993","Sean Chambers","1332690","","2012-04-25 21:23:48","2012-04-25 21:23:48","Why do I receive a q[num] error when aborting a jQuery queue pipeline?","<jquery><ajax>","1","0","","","","30342","820"
"31044","1","31047","","2008-08-27 19:49:41","","1251","422403","<p>How can I check the existence of an element in jQuery?</p>

<p>The current code that I have is this:</p>

<pre><code>if ($(selector).length&gt;0) {
    // Do something
}
</code></pre>

<p>Is there is a more elegant way to approach this? Perhaps a plugin or a function?</p>
","302","gomercobs","606371","gomercobs","2015-06-18 12:04:43","2015-09-29 12:00:29","Is there an ""exists"" function for jQuery?","<jquery>","22","9","271","","","31044","820"
"31129","1","31153","","2008-08-27 20:14:19","","35","53405","<p>I want to return StudentId to use elsewhere outside of the scope of the $.getJSON()</p>

<pre><code>j.getJSON(url, data, function(result)
{
    var studentId = result.Something;
});

//use studentId here
</code></pre>

<p>I would imagine this has to do with scoping, but it doesn't seem to work the same way c# does</p>
","2993","Sean Chambers","165737","JasonBunting","2010-05-25 07:54:55","2014-11-01 10:08:35","How can I return a variable from a $.getJSON function","<javascript><jquery><ajax><return-value>","5","0","12","","","31129","820"
